PID,mods_identifier_hdl_s
islandora:11019,http://hdl.handle.net/10560/1635
islandora:12628,http://hdl.handle.net/10560/1542
islandora:12758,http://hdl.handle.net/10560/1508
islandora:12897,http://hdl.handle.net/10560/1358
islandora:9591,http://hdl.handle.net/10560/2131
islandora:13295,http://hdl.handle.net/10560/1783
islandora:10771,http://hdl.handle.net/10560/1756
islandora:10571,http://hdl.handle.net/10560/1734
islandora:9072,http://hdl.handle.net/10560/2898
islandora:9861,http://hdl.handle.net/10560/3196
islandora:13958,http://hdl.handle.net/10560/1823
islandora:9634,http://hdl.handle.net/10560/2180
islandora:11464,http://hdl.handle.net/10560/2715
islandora:12866,http://hdl.handle.net/10560/1378
islandora:14446,http://hdl.handle.net/10560/1641
islandora:11607,http://hdl.handle.net/10560/1621
islandora:12420,http://hdl.handle.net/10560/1686
islandora:13029,http://hdl.handle.net/10560/1722
islandora:11030,http://hdl.handle.net/10560/1610
islandora:9353,http://hdl.handle.net/10560/59
islandora:14258,http://hdl.handle.net/10560/1463
islandora:9860,http://hdl.handle.net/10560/2885
islandora:11052,http://hdl.handle.net/10560/1471
islandora:9200,http://hdl.handle.net/10560/3778
islandora:8866,http://hdl.handle.net/10560/692
islandora:9112,http://hdl.handle.net/10560/3840
islandora:11434,http://hdl.handle.net/10560/2716
islandora:10728,http://hdl.handle.net/10560/1757
islandora:12785,http://hdl.handle.net/10560/3812
islandora:12024,http://hdl.handle.net/10560/1383
islandora:11617,http://hdl.handle.net/10560/1617
islandora:9536,http://hdl.handle.net/10560/445
islandora:9606,http://hdl.handle.net/10560/2148
islandora:10362,http://hdl.handle.net/10560/1127
islandora:12547,http://hdl.handle.net/10560/1443
islandora:14072,http://hdl.handle.net/10560/2028
islandora:14452,http://hdl.handle.net/10560/1436
islandora:10187,http://hdl.handle.net/10560/2890
islandora:14334,http://hdl.handle.net/10560/1009
islandora:12451,http://hdl.handle.net/10560/1325
