PID,mods_identifier_hdl_s
islandora:12706,http://hdl.handle.net/10560/1698
islandora:12743,http://hdl.handle.net/10560/1699
islandora:6735,http://hdl.handle.net/10560/170
islandora:14696,http://hdl.handle.net/10560/1700
islandora:12671,http://hdl.handle.net/10560/1701
islandora:14733,http://hdl.handle.net/10560/1702
islandora:14758,http://hdl.handle.net/10560/1703
islandora:12666,http://hdl.handle.net/10560/1704
islandora:12645,http://hdl.handle.net/10560/1705
islandora:12597,http://hdl.handle.net/10560/1706
islandora:12724,http://hdl.handle.net/10560/1707
islandora:13242,http://hdl.handle.net/10560/1708
islandora:14746,http://hdl.handle.net/10560/1709
islandora:6758,http://hdl.handle.net/10560/171
islandora:12972,http://hdl.handle.net/10560/1710
islandora:13194,http://hdl.handle.net/10560/1711
islandora:13569,http://hdl.handle.net/10560/1712
islandora:15285,http://hdl.handle.net/10560/1713
islandora:14992,http://hdl.handle.net/10560/1714
islandora:15004,http://hdl.handle.net/10560/1715
islandora:14976,http://hdl.handle.net/10560/1716
islandora:13263,http://hdl.handle.net/10560/1717
islandora:13575,http://hdl.handle.net/10560/1718
islandora:13225,http://hdl.handle.net/10560/1719
islandora:6761,http://hdl.handle.net/10560/172
islandora:15608,http://hdl.handle.net/10560/1720
islandora:14982,http://hdl.handle.net/10560/1721
islandora:13029,http://hdl.handle.net/10560/1722
islandora:14995,http://hdl.handle.net/10560/1723
islandora:13217,http://hdl.handle.net/10560/1724
islandora:13043,http://hdl.handle.net/10560/1725
islandora:12992,http://hdl.handle.net/10560/1726
islandora:12976,http://hdl.handle.net/10560/1727
islandora:14503,http://hdl.handle.net/10560/1728
islandora:12891,http://hdl.handle.net/10560/1729
islandora:6764,http://hdl.handle.net/10560/173
islandora:13257,http://hdl.handle.net/10560/1730
islandora:15617,http://hdl.handle.net/10560/1731
islandora:10504,http://hdl.handle.net/10560/1732
islandora:10549,http://hdl.handle.net/10560/1733
islandora:10571,http://hdl.handle.net/10560/1734
islandora:10561,http://hdl.handle.net/10560/1735
islandora:10787,http://hdl.handle.net/10560/1736
islandora:10526,http://hdl.handle.net/10560/1737
islandora:10566,http://hdl.handle.net/10560/1738
islandora:16398,http://hdl.handle.net/10560/1739
islandora:6780,http://hdl.handle.net/10560/174
islandora:10540,http://hdl.handle.net/10560/1740
islandora:10599,http://hdl.handle.net/10560/1741
islandora:10574,http://hdl.handle.net/10560/1742
islandora:10555,http://hdl.handle.net/10560/1743
islandora:10510,http://hdl.handle.net/10560/1744
islandora:10608,http://hdl.handle.net/10560/1745
